"Year","State","State ANSI","CORN_PRICE RECEIVED_$ / BU","CORN_ACRES PLANTED_ACRE","CORN_ACRES HARVESTED_ACRE","CORN_PRODUCTION_BU"
2000,"COLORADO","08",2.08,1350000,1150000,144900000
2000,"DELAWARE","10",2.01,165000,155000,25110000
2000,"FLORIDA","12",2.24,85000,25000,1875000
2000,"GEORGIA","13",2.06,360000,240000,25680000
2000,"IDAHO","16",2.63,195000,57000,9120000
2000,"ILLINOIS","17",1.91,11200000,11050000,1668550000
2000,"INDIANA","18",1.9,5700000,5550000,810300000
2000,"IOWA","19",1.75,12300000,1.2e+07,1.728e+09
2000,"KANSAS","20",2,3450000,3170000,412100000
2000,"KENTUCKY","21",2.07,1330000,1230000,159900000
2000,"LOUISIANA","22",1.75,380000,370000,42920000
2000,"MARYLAND","24",2.01,480000,405000,62775000
2000,"MICHIGAN","26",1.9,2200000,1950000,241800000
2000,"MINNESOTA","27",1.71,7200000,6650000,964250000
2000,"MISSISSIPPI","28",1.91,390000,365000,36500000
2000,"MISSOURI","29",1.78,2850000,2770000,396110000
2000,"MONTANA","30",1.53,60000,16000,2240000
2000,"NEBRASKA","31",1.9,8500000,8050000,1014300000
2000,"NEW JERSEY","34",1.97,90000,75000,10050000
2000,"NEW MEXICO","35",2.52,150000,66000,10560000
2000,"NEW YORK","36",2.35,980000,450000,44100000
2000,"NORTH CAROLINA","37",2.01,730000,640000,74240000
2000,"NORTH DAKOTA","38",1.65,1080000,930000,104160000
2000,"OHIO","39",1.9,3550000,3300000,485100000
2000,"OKLAHOMA","40",2.1,270000,240000,33600000
2000,"OREGON","41",2.41,55000,27000,4860000
2000,"PENNSYLVANIA","42",2.09,1550000,1080000,137160000
2000,"SOUTH CAROLINA","45",2.1,310000,280000,18200000
2000,"SOUTH DAKOTA","46",1.61,4300000,3800000,425600000
2000,"TENNESSEE","47",1.96,650000,580000,66120000
2000,"TEXAS","48",2.18,2100000,1900000,235600000
2000,"UTAH","49",2.61,64000,18000,2592000
2000,"VIRGINIA","51",2.02,470000,330000,48180000
2000,"WASHINGTON","53",2.53,155000,1e+05,18500000
2000,"WEST VIRGINIA","54",2.08,55000,35000,4550000
2000,"WISCONSIN","55",1.86,3500000,2750000,3.63e+08
2000,"WYOMING","56",2.02,90000,58000,7656000
